decay_chain;isotope;occurrence;occurrence_error;post_radon;half_life;half_life_error;energy;energy_error;gamma_intensity;gamma_intensity_error
La223;138-La;100;0;0;0;0;855,542;0;0,152227154733815;0
La224;138-La;100;0;0;0;0;856,342;0;0,151795823903558;0
La225;138-La;100;0;0;0;0;857,142;0;0,151364493073301;0
La226;138-La;100;0;0;0;0;857,942;0;0,150932366429704;0
La227;138-La;100;0;0;0;0;858,742;0;0,150501035599446;0
La228;138-La;100;0;0;0;0;859,542;0;0,150068908955849;0
La229;138-La;100;0;0;0;0;860,342;0;0,149637578125592;0
La230;138-La;100;0;0;0;0;861,142;0;0,149206247295335;0
La231;138-La;100;0;0;0;0;861,942;0;0,148774120651738;0
La232;138-La;100;0;0;0;0;862,742;0;0,148342789821481;0
La233;138-La;100;0;0;0;0;863,542;0;0,147910663177884;0
La234;138-La;100;0;0;0;0;864,342;0;0,147479332347627;0
La235;138-La;100;0;0;0;0;865,142;0;0,14704800151737;0
La236;138-La;100;0;0;0;0;865,942;0;0,146615874873773;0
La237;138-La;100;0;0;0;0;866,742;0;0,146184544043516;0
La238;138-La;100;0;0;0;0;867,542;0;0,145753213213259;0
La239;138-La;100;0;0;0;0;868,342;0;0,145321882383002;0
La240;138-La;100;0;0;0;0;869,142;0;0,144890551552744;0
La241;138-La;100;0;0;0;0;869,942;0;0,144458424909147;0
La242;138-La;100;0;0;0;0;870,742;0;0,14402709407889;0
La243;138-La;100;0;0;0;0;871,542;0;0,143595763248633;0
La244;138-La;100;0;0;0;0;872,342;0;0,143164432418376;0
La245;138-La;100;0;0;0;0;873,142;0;0,142732305774779;0
La246;138-La;100;0;0;0;0;873,942;0;0,142300974944522;0
La247;138-La;100;0;0;0;0;874,742;0;0,141868052487585;0
La248;138-La;100;0;0;0;0;875,542;0;0,141435925843988;0
La249;138-La;100;0;0;0;0;876,342;0;0,141003799200391;0
La250;138-La;100;0;0;0;0;877,142;0;0,140572468370134;0
La251;138-La;100;0;0;0;0;877,942;0;0,140139545913197;0
La252;138-La;100;0;0;0;0;878,742;0;0,13970662345626;0
La253;138-La;100;0;0;0;0;879,542;0;0,139273700999323;0
La254;138-La;100;0;0;0;0;880,342;0;0,138840778542386;0
La255;138-La;100;0;0;0;0;881,142;0;0,138406264458769;0
La256;138-La;100;0;0;0;0;881,942;0;0,137972546188492;0
La257;138-La;100;0;0;0;0;882,742;0;0,137538032104875;0
La258;138-La;100;0;0;0;0;883,542;0;0,137103518021258;0
La259;138-La;100;0;0;0;0;884,342;0;0,136667412310961;0
La260;138-La;100;0;0;0;0;885,142;0;0,136231306600664;0
La261;138-La;100;0;0;0;0;885,942;0;0,135795200890368;0
La262;138-La;100;0;0;0;0;886,742;0;0,135358299366731;0
La263;138-La;100;0;0;0;0;887,542;0;0,134920602029754;0
La264;138-La;100;0;0;0;0;888,342;0;0,134482108879437;0
La265;138-La;100;0;0;0;0;889,142;0;0,134042819915781;0
La266;138-La;100;0;0;0;0;889,942;0;0,133603530952124;0
La267;138-La;100;0;0;0;0;890,742;0;0,133162650361787;0
La268;138-La;100;0;0;0;0;891,542;0;0,132720178144771;0
La269;138-La;100;0;0;0;0;892,342;0;0,132278501741094;0
La270;138-La;100;0;0;0;0;893,142;0;0,131835233710738;0
La271;138-La;100;0;0;0;0;893,942;0;0,131390374053701;0
La272;138-La;100;0;0;0;0;894,742;0;0,130944718583325;0
La273;138-La;100;0;0;0;0;895,542;0;0,130498267299609;0
La274;138-La;100;0;0;0;0;896,342;0;0,130050224389213;0
La275;138-La;100;0;0;0;0;897,142;0;0,129601385665476;0
La276;138-La;100;0;0;0;0;897,942;0;0,12915095531506;0
La277;138-La;100;0;0;0;0;898,742;0;0,128698933337964;0
La278;138-La;100;0;0;0;0;899,542;0;0,128246115547528;0
La279;138-La;100;0;0;0;0;900,342;0;0,127790910317073;0
La280;138-La;100;0;0;0;0;901,142;0;0,127334909273277;0
La281;138-La;100;0;0;0;0;901,942;0;0,126877316602801;0
La282;138-La;100;0;0;0;0;902,742;0;0,126417336492306;0
