"decay_chain";"isotope";"occurrence";"occurrence_error";"post_radon";"half_life";"half_life_error";"energy";"energy_error";"gamma_intensity";"gamma_intensity_error"
"238-U";"214-Bi";100;0;1;330174;14;976,18;0,12;0,0154;0,0021
"238-U";"214-Bi";100;0;1;330174;14;989,34;0,17;0,01;0,003
"238-U";"214-Bi";100;0;1;330174;14;991,49;0,19;0,011;0,002
"238-U";"214-Bi";100;0;1;330174;14;1011,8;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;1013,4;0,7;0,013;0,004
"238-U";"214-Bi";100;0;1;330174;14;1021,36;0,17;0,015;0,0023
"238-U";"214-Bi";100;0;1;330174;14;1032,38;0,07;0,063;0,004
"238-U";"214-Bi";100;0;1;330174;14;1033,3;0,2;0,02;0,003
"238-U";"214-Bi";100;0;1;330174;14;1038;0,2;0;0
"238-U";"214-Bi";100;0;1;330174;14;1038;0,2;0,0084;0,0011
"238-U";"214-Bi";100;0;1;330174;14;1045,7;0,2;0,023;0,002
"238-U";"214-Bi";100;0;1;330174;14;1051,96;0,03;0,313;0,007
"238-U";"214-Bi";100;0;1;330174;14;1058,1;0;0,008;0,003
"238-U";"214-Bi";100;0;1;330174;14;1062,4;0;0,013;0,008
"238-U";"214-Bi";100;0;1;330174;14;1067,39;0,24;0,025;0,006
"238-U";"214-Bi";100;0;1;330174;14;1069,96;0,07;0,272;0,009
"238-U";"214-Bi";100;0;1;330174;14;1087,4;0;0,015;0,007
"238-U";"214-Bi";100;0;1;330174;14;1103,7;0,13;0,098;0,012
"238-U";"214-Bi";100;0;1;330174;14;1104,71;0,13;0,078;0,004
"238-U";"214-Bi";100;0;1;330174;14;1108,8;0;0,015;0,005
"238-U";"214-Bi";100;0;1;330174;14;1118,9;0,5;0,04;0,01
"238-U";"214-Bi";100;0;1;330174;14;1120,294;0,006;14,92;0,03
"238-U";"214-Bi";100;0;1;330174;14;1130,45;0,16;0,036;0,003
"238-U";"214-Bi";100;0;1;330174;14;1133,66;0,03;0,2512;0,001
"238-U";"214-Bi";100;0;1;330174;14;1155,21;0,008;1,633;0,006
"238-U";"214-Bi";100;0;1;330174;14;1155,6;0,5;0,016;0,004
"238-U";"214-Bi";100;0;1;330174;14;1156;1;0,007;0,003
"238-U";"214-Bi";100;0;1;330174;14;1167,3;0,2;0,012;0,002
"238-U";"214-Bi";100;0;1;330174;14;1173;0,08;0,055;0,003
"238-U";"214-Bi";100;0;1;330174;14;1206,4;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;1207,68;0,03;0,451;0,01
"238-U";"214-Bi";100;0;1;330174;14;1226,7;0,3;0,018;0
"238-U";"214-Bi";100;0;1;330174;14;1226,7;0,3;0,018;0
"238-U";"214-Bi";100;0;1;330174;14;1230,6;0,3;0,008;0,003
"238-U";"214-Bi";100;0;1;330174;14;1238,122;0,007;5,834;0,015
"238-U";"214-Bi";100;0;1;330174;14;1253,14;0,12;0;0
"238-U";"214-Bi";100;0;1;330174;14;1279;0,7;0,013;0,002
"238-U";"214-Bi";100;0;1;330174;14;1280,976;0,01;1,434;0,006
"238-U";"214-Bi";100;0;1;330174;14;1284;1;0,011;0,001
"238-U";"214-Bi";100;0;1;330174;14;1285,1;0,5;0,016;0,003
"238-U";"214-Bi";100;0;1;330174;14;1303,75;0,07;0,107;0,005
"238-U";"214-Bi";100;0;1;330174;14;1316,99;0,09;0,081;0,006
"238-U";"214-Bi";100;0;1;330174;14;1317,7;0,4;0;0
"238-U";"214-Bi";100;0;1;330174;14;1321,5;" ";0,005;0,002
"238-U";"214-Bi";100;0;1;330174;14;1329,94;0,16;0,081;0,006
"238-U";"214-Bi";100;0;1;330174;14;1341,49;0,13;0,021;0,003
"238-U";"214-Bi";100;0;1;330174;14;1351;1;0;0
"238-U";"214-Bi";100;0;1;330174;14;1353,4;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;1361,2;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;1370,5;0;0,01;0,0002
"238-U";"214-Bi";100;0;1;330174;14;1377,669;0,008;3,988;0,011
"238-U";"214-Bi";100;0;1;330174;14;1385,31;0,013;0,793;0,005
"238-U";"214-Bi";100;0;1;330174;14;1387,5;0,2;0;0
"238-U";"214-Bi";100;0;1;330174;14;1392,5;0,4;0,009;0,002
"238-U";"214-Bi";100;0;1;330174;14;1401,515;0,012;1,33;0,005
"238-U";"214-Bi";100;0;1;330174;14;1407,988;0,011;2,394;0,007
"238-U";"214-Bi";100;0;1;330174;14;1415,8;0;0;0
"238-U";"214-Bi";100;0;1;330174;14;1419,7;0,24;0,0053;0,0008
"238-U";"214-Bi";100;0;1;330174;14;1449,2;0;0,018;0,009
"238-U";"214-Bi";100;0;1;330174;14;1470,9;0,3;0,0092;0,0014
"238-U";"214-Bi";100;0;1;330174;14;1479,17;0,09;0,055;0,004
"238-U";"214-Bi";100;0;1;330174;14;1481,3;0;0,0009;0,0003
"238-U";"214-Bi";100;0;1;330174;14;1483,5;0;0,013;0,005
"238-U";"214-Bi";100;0;1;330174;14;1509,21;0,01;2,13;0,01
"238-U";"214-Bi";100;0;1;330174;14;1515,5;0,3;0,0068;0,001
"238-U";"214-Bi";100;0;1;330174;14;1532,8;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;1538,53;0,05;0,398;0,011
"238-U";"214-Bi";100;0;1;330174;14;1543,34;0,05;0,303;0,01
"238-U";"214-Bi";100;0;1;330174;14;1583,204;0,015;0,705;0,005
"238-U";"214-Bi";100;0;1;330174;14;1594,75;0,07;0,267;0,012
"238-U";"214-Bi";100;0;1;330174;14;1595;1;0,005;0,003
"238-U";"214-Bi";100;0;1;330174;14;1598;0,5;0,006;0,003
"238-U";"214-Bi";100;0;1;330174;14;1599,37;0,05;0,324;0,012
"238-U";"214-Bi";100;0;1;330174;14;1636,36;0,16;0,0115;0,0013
"238-U";"214-Bi";100;0;1;330174;14;1637;1;0,006;0,003
"238-U";"214-Bi";100;0;1;330174;14;1644;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;1657,07;0,17;0,048;0,004
"238-U";"214-Bi";100;0;1;330174;14;1661,274;0,016;1,047;0,006
"238-U";"214-Bi";100;0;1;330174;14;1665,9;0,2;0,0067;0,0011
"238-U";"214-Bi";100;0;1;330174;14;1676,1;0;0,005;0
"238-U";"214-Bi";100;0;1;330174;14;1684,012;0,02;0,214;0,005
"238-U";"214-Bi";100;0;1;330174;14;1693,4;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;1711;0,8;0,0018;0,0009
"238-U";"214-Bi";100;0;1;330174;14;1717;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;1723,7;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;1729,595;0,011;2,878;0,008
"238-U";"214-Bi";100;0;1;330174;14;1739,1;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;1747,2;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;1751,6;0,6;0,001;0,0005
"238-U";"214-Bi";100;0;1;330174;14;1764,491;0,01;15,3;0,03
"238-U";"214-Bi";100;0;1;330174;14;1782,1;1;0;0
"238-U";"214-Bi";100;0;1;330174;14;1813,72;0,13;0,011;0,001
"238-U";"214-Bi";100;0;1;330174;14;1819,2;0,4;0,0014;0
"238-U";"214-Bi";100;0;1;330174;14;1838,36;0,04;0,35;0,01
"238-U";"214-Bi";100;0;1;330174;14;1847,429;0,013;2,025;0,009
"238-U";"214-Bi";100;0;1;330174;14;1873,16;0,05;0,214;0,008
"238-U";"214-Bi";100;0;1;330174;14;1890,32;0,09;0,084;0,008
"238-U";"214-Bi";100;0;1;330174;14;1896,05;0,12;0,149;0,008
"238-U";"214-Bi";100;0;1;330174;14;1898,68;0,14;0,05;0,007
"238-U";"214-Bi";100;0;1;330174;14;1935,62;0,16;0,032;0,003
"238-U";"214-Bi";100;0;1;330174;14;1943,7;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;1953,4;0,6;0;0
"238-U";"214-Bi";100;0;1;330174;14;1994,6;0,5;0,007;0,003
"238-U";"214-Bi";100;0;1;330174;14;2004,5;1;0,005;0,002
"238-U";"214-Bi";100;0;1;330174;14;2010,82;0,09;0,0444;0,0015
"238-U";"214-Bi";100;0;1;330174;14;2016;1;0,017;0,003
"238-U";"214-Bi";100;0;1;330174;14;2016,7;0;0;0
"238-U";"214-Bi";100;0;1;330174;14;2021,55;0,1;0,0205;0,0016
"238-U";"214-Bi";100;0;1;330174;14;2052,97;0,09;0,069;0,004
"238-U";"214-Bi";100;0;1;330174;14;2085,19;0,14;0,044;0,002
"238-U";"214-Bi";100;0;1;330174;14;2089,67;0,1;0,0453;0,0021
"238-U";"214-Bi";100;0;1;330174;14;2109,98;0,08;0,085;0,003
"238-U";"214-Bi";100;0;1;330174;14;2118,514;0,019;1,16;0,006
"238-U";"214-Bi";100;0;1;330174;14;2120;1;0,007;0,002
"238-U";"214-Bi";100;0;1;330174;14;2147,99;0,11;0,0137;0,0009
"238-U";"214-Bi";100;0;1;330174;14;2160,4;0,3;0,0018;0,0005
"238-U";"214-Bi";100;0;1;330174;14;2176,54;0,17;0,0033;0,0004
"238-U";"214-Bi";100;0;1;330174;14;2184,8;0,6;0;0
"238-U";"214-Bi";100;0;1;330174;14;2192,59;0,11;0,042;0,013
"238-U";"214-Bi";100;0;1;330174;14;2193,3;0,6;0;0
"238-U";"214-Bi";100;0;1;330174;14;2204,059;0,022;4,924;0,018
"238-U";"214-Bi";100;0;1;330174;14;2251,51;0,13;0,0058;0,0004
"238-U";"214-Bi";100;0;1;330174;14;2260,27;0,12;0,0087;0,0004
"238-U";"214-Bi";100;0;1;330174;14;2266,53;0,11;0,0166;0,0008
"238-U";"214-Bi";100;0;1;330174;14;2270,9;0,4;0,0013;0,0002
"238-U";"214-Bi";100;0;1;330174;14;2284,34;0,17;0,005;0,0002
"238-U";"214-Bi";100;0;1;330174;14;2287,65;0,23;0,0045;0,0005
"238-U";"214-Bi";100;0;1;330174;14;2293,38;0,03;0,307;0,003
"238-U";"214-Bi";100;0;1;330174;14;2310,2;0,3;0,0014;0,0009
"238-U";"214-Bi";100;0;1;330174;14;2312,42;0,13;0,0088;0,0008
"238-U";"214-Bi";100;0;1;330174;14;2319,3;0,3;0,0004;0,0002
"238-U";"214-Bi";100;0;1;330174;14;2325,16;0,24;0,0017;0,0002
"238-U";"214-Bi";100;0;1;330174;14;2331,36;0,1;0,0217;0,0012
"238-U";"214-Bi";100;0;1;330174;14;2348;1,3;0,00014;0,00009
"238-U";"214-Bi";100;0;1;330174;14;2353,5;0,7;0,0004;0,0002
"238-U";"214-Bi";100;0;1;330174;14;2358;0,6;0;0
"238-U";"214-Bi";100;0;1;330174;14;2360,98;0,17;0,0016;0,0002
"238-U";"214-Bi";100;0;1;330174;14;2369,54;0,16;0,0028;0,0004
"238-U";"214-Bi";100;0;1;330174;14;2376,91;0,1;0,0089;0,0004
"238-U";"214-Bi";100;0;1;330174;14;2390,83;0,19;0,00158;0,00013
"238-U";"214-Bi";100;0;1;330174;14;2396,5;0,6;0;0
"238-U";"214-Bi";100;0;1;330174;14;2405,1;0,5;0,00041;0,00014
"238-U";"214-Bi";100;0;1;330174;14;2413,1;0,4;0;0
"238-U";"214-Bi";100;0;1;330174;14;2421;0,6;0;0
"238-U";"214-Bi";100;0;1;330174;14;2423,34;0,11;0,0049;0,0004
"238-U";"214-Bi";100;0;1;330174;14;2430;0,6;0;0
"238-U";"214-Bi";100;0;1;330174;14;2444,7;0,5;0,0082;0,0004
"238-U";"214-Bi";100;0;1;330174;14;2447,7;0,03;1,548;0,007
"238-U";"214-Bi";100;0;1;330174;14;2459;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;2469,4;0,6;0;0
"238-U";"214-Bi";100;0;1;330174;14;2472,9;0;0,0023;0,0008
"238-U";"214-Bi";100;0;1;330174;14;2479;0;0,017;0
"238-U";"214-Bi";100;0;1;330174;14;2482,8;0,4;0,002;0,0009
"238-U";"214-Bi";100;0;1;330174;14;2482,8;0,4;0;0
"238-U";"214-Bi";100;0;1;330174;14;2505,48;0,1;0,0056;0,0004
"238-U";"214-Bi";100;0;1;330174;14;2529,7;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;2540,3;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;2550,7;0,5;0,00032;0,00009
"238-U";"214-Bi";100;0;1;330174;14;2553;0,6;0,0001;0
"238-U";"214-Bi";100;0;1;330174;14;2555,1;0,8;0;0
"238-U";"214-Bi";100;0;1;330174;14;2562;0,6;0,00018;0,00009
"238-U";"214-Bi";100;0;1;330174;14;2564;0,6;0,00014;0,00009
"238-U";"214-Bi";100;0;1;330174;14;2574,2;0;0,00048;0
"238-U";"214-Bi";100;0;1;330174;14;2604,5;0,4;0,0004;0,00007
"238-U";"214-Bi";100;0;1;330174;14;2630,9;0,2;0,00086;0,00013
"238-U";"214-Bi";100;0;1;330174;14;2662,3;0,5;0,0002;0,00004
"238-U";"214-Bi";100;0;1;330174;14;2694,66;0,1;0,0303;0,0009
"238-U";"214-Bi";100;0;1;330174;14;2699,26;0,14;0,0028;0,0002
"238-U";"214-Bi";100;0;1;330174;14;2719,33;0,14;0,0017;0,0002
"238-U";"214-Bi";100;0;1;330174;14;2769,93;0,11;0,0246;0,0011
"238-U";"214-Bi";100;0;1;330174;14;2785,95;0,11;0,0056;0,0004
"238-U";"214-Bi";100;0;1;330174;14;2826,97;0,14;0,0023;0,0002
"238-U";"214-Bi";100;0;1;330174;14;2861;0,3;0,0004;0,00008
"238-U";"214-Bi";100;0;1;330174;14;2880,35;0,12;0,0101;0,0006
"238-U";"214-Bi";100;0;1;330174;14;2893,53;0,1;0,0058;0,0004
"238-U";"214-Bi";100;0;1;330174;14;2918;0;0,0016;0
"238-U";"214-Bi";100;0;1;330174;14;2921,98;0,11;0,0137;0,0004
"238-U";"214-Bi";100;0;1;330174;14;2928,54;0,21;0,0011;0,0001
"238-U";"214-Bi";100;0;1;330174;14;2934,57;0,23;0,00047;0,00009
"238-U";"214-Bi";100;0;1;330174;14;2940;0;0;0
"238-U";"214-Bi";100;0;1;330174;14;2963;0;0,0011;0
"238-U";"214-Bi";100;0;1;330174;14;2978,93;0,11;0,014;0,0004
"238-U";"214-Bi";100;0;1;330174;14;2988,7;1;0,0011;0,0003
"238-U";"214-Bi";100;0;1;330174;14;2999,97;0,14;0,0088;0,0004
"238-U";"214-Bi";100;0;1;330174;14;3053,93;0,15;0,0211;0,0007
"238-U";"214-Bi";100;0;1;330174;14;3081,77;0,15;0,005;0,0004
"238-U";"214-Bi";100;0;1;330174;14;3094;0,3;0,00038;0,00004
"238-U";"214-Bi";100;0;1;330174;14;3136,3;1;0,0003;0,0001
"238-U";"214-Bi";100;0;1;330174;14;3142,56;0,22;0,0012;0,00009
"238-U";"214-Bi";100;0;1;330174;14;3149;0,5;0,000086;0
"238-U";"214-Bi";100;0;1;330174;14;3160,5;0,4;0,00047;0,00008
"238-U";"214-Bi";100;0;1;330174;14;3182,8;1;0,00053;0,00021
"238-U";"214-Bi";100;0;1;330174;14;3183,63;0,23;0,00133;0,00009
"238-U";"214-Bi";100;0;1;330174;14;3233,2;2,4;0,00023;0,00014
"238-U";"214-Bi";100;0;1;330174;14;3269,7;1,5;0,00018;0,00014
"238-U";"214-Po";99,979;0,001;1;330174;14;298;1;0,000052;0,000018
"238-U";"214-Po";99,979;0,001;1;330174;14;799,7;0,1;0,0104;0,0006
"238-U";"210-Tl";0,021;0,001;1;330174;14;83;30;2;0,4
"238-U";"210-Tl";0,021;0,001;1;330174;14;97;30;4;2
"238-U";"210-Tl";0,021;0,001;1;330174;14;296;3;79;10
"238-U";"210-Tl";0,021;0,001;1;330174;14;356;10;4;2
"238-U";"210-Tl";0,021;0,001;1;330174;14;382;10;3;2
"238-U";"210-Tl";0,021;0,001;1;330174;14;480;20;2;1
"238-U";"210-Tl";0,021;0,001;1;330174;14;670;20;2;1
"238-U";"210-Tl";0,021;0,001;1;330174;14;799,6;0,3;98,96;0,03
"238-U";"210-Tl";0,021;0,001;1;330174;14;860;30;6,9;2
"238-U";"210-Tl";0,021;0,001;1;330174;14;910;30;3;2
"238-U";"210-Tl";0,021;0,001;1;330174;14;1070;10;12;5
"238-U";"210-Tl";0,021;0,001;1;330174;14;1110;20;6,9;2
"238-U";"210-Tl";0,021;0,001;1;330174;14;1210;20;17;4
"238-U";"210-Tl";0,021;0,001;1;330174;14;1316;13;21;5
"238-U";"210-Tl";0,021;0,001;1;330174;14;1410;20;4,9;2
"238-U";"210-Tl";0,021;0,001;1;330174;14;1490;20;2;1
"238-U";"210-Tl";0,021;0,001;1;330174;14;1540;30;2;1
"238-U";"210-Tl";0,021;0,001;1;330174;14;1590;30;2;1
"238-U";"210-Tl";0,021;0,001;1;330174;14;1650;30;2;1
"238-U";"210-Tl";0,021;0,001;1;330174;14;2010;30;6,9;2
"238-U";"210-Tl";0,021;0,001;1;330174;14;2090;30;4,9;2
"238-U";"210-Tl";0,021;0,001;1;330174;14;2270;13;3;2
"238-U";"210-Tl";0,021;0,001;1;330174;14;2360;30;8;3
"238-U";"210-Tl";0,021;0,001;1;330174;14;2430;30;9;3
"238-U";"210-Pb";100;0;1;330174;14;46,539;0,001;4,25;0,04
"238-U";"206-Hg";0,0000019;0,0000004;1;330174;14;265,832;0,005;0,0035;0,0007
"238-U";"206-Hg";0,0000019;0,0000004;1;330174;14;304,896;0,006;26;5
"238-U";"206-Hg";0,0000019;0,0000004;1;330174;14;344,52;0,17;0,55;0,11
"238-U";"206-Hg";0,0000019;0,0000004;1;330174;14;383,59;0,06;0,0035;0,0005
"238-U";"206-Hg";0,0000019;0,0000004;1;330174;14;649,42;0,05;2,2;0,3
"238-U";"210-Bi";99,9999981;0,0000004;1;330174;14;0;0;0;0
"238-U";"206-Tl";0,000134;0,00001;1;330174;14;363,3;0,5;0,00013;0,00013
"238-U";"206-Tl";0,000134;0,00001;1;330174;14;803,06;0,03;0,005;0,0005
"238-U";"206-Tl";0,000134;0,00001;1;330174;14;1166,4;0,5;0;0
"238-U";"210-Po";99,999866;0,00001;1;330174;14;803,06;0,03;0,00103;0,00006
